Namespace(batch_size=128, epochs=100, lr_min=0.0, lr_max=0.1, weight_decay=0.0005, momentum=0.9, gamma=0.0, opt_level='O0', loss_scale='1.0', conv_layer='soc', init_channels=32, activation='maxmin', block_size=1, lln=False, data_dir='./cifar-data', dataset='cifar10', epsilon=36, out_dir='LipConvnet_cifar10_1_soc_32_maxmin_cr0.0', seed=0)
Epoch 	 Seconds 	 LR 	 Train Loss 	 Train Acc 	 Test Loss 	 Test Acc 	 Test Robust (36) 	 Test Robust (72) 	 Test Robust (108) 	 Test Cert
22 	 122.1 	 108.8 	 0.1000 	 1.4708 	 0.5004 	 1.4400 	 0.5036 	 0.2852 	 0.1210 	 0.0330 	 0.1895
23 	 121.9 	 108.7 	 0.1000 	 1.4684 	 0.5042 	 1.3987 	 0.5242 	 0.2746 	 0.1106 	 0.0251 	 0.1745
24 	 124.2 	 111.1 	 0.1000 	 1.4692 	 0.5031 	 1.4036 	 0.5314 	 0.2638 	 0.0940 	 0.0206 	 0.1649
25 	 122.7 	 109.5 	 0.1000 	 1.4605 	 0.5061 	 1.4157 	 0.5222 	 0.2482 	 0.0905 	 0.0246 	 0.1629
26 	 122.8 	 109.6 	 0.1000 	 1.4622 	 0.5069 	 1.3906 	 0.5384 	 0.2704 	 0.0884 	 0.0166 	 0.1630
27 	 122.8 	 109.7 	 0.1000 	 1.4697 	 0.5041 	 1.4067 	 0.5240 	 0.2833 	 0.1045 	 0.0236 	 0.1770
28 	 125.1 	 111.2 	 0.1000 	 1.4679 	 0.5001 	 1.4543 	 0.4972 	 0.2403 	 0.0769 	 0.0162 	 0.1594
29 	 124.0 	 110.9 	 0.1000 	 1.4622 	 0.5081 	 1.4918 	 0.4873 	 0.2563 	 0.0969 	 0.0204 	 0.1732
30 	 124.4 	 110.4 	 0.1000 	 1.4638 	 0.5085 	 1.3816 	 0.5437 	 0.2687 	 0.0909 	 0.0169 	 0.1623
31 	 122.5 	 109.6 	 0.1000 	 1.4665 	 0.5058 	 1.4092 	 0.5372 	 0.2623 	 0.0879 	 0.0159 	 0.1615
32 	 122.7 	 109.6 	 0.1000 	 1.4613 	 0.5102 	 1.4183 	 0.5212 	 0.2597 	 0.0964 	 0.0233 	 0.1674
33 	 123.5 	 111.1 	 0.1000 	 1.4628 	 0.5058 	 1.4388 	 0.5186 	 0.2479 	 0.0789 	 0.0124 	 0.1572
34 	 125.8 	 111.8 	 0.1000 	 1.4633 	 0.5091 	 1.3854 	 0.5446 	 0.2806 	 0.0992 	 0.0203 	 0.1696
35 	 124.2 	 111.0 	 0.1000 	 1.4611 	 0.5102 	 1.4191 	 0.5208 	 0.2708 	 0.1011 	 0.0175 	 0.1706
36 	 125.1 	 111.2 	 0.1000 	 1.4597 	 0.5101 	 1.4007 	 0.5331 	 0.2744 	 0.1040 	 0.0267 	 0.1727
37 	 125.0 	 111.0 	 0.1000 	 1.4617 	 0.5055 	 1.4118 	 0.5206 	 0.2730 	 0.0887 	 0.0210 	 0.1704
38 	 122.7 	 108.7 	 0.1000 	 1.4630 	 0.5104 	 1.3995 	 0.5182 	 0.2704 	 0.1161 	 0.0286 	 0.1785
39 	 124.4 	 110.4 	 0.1000 	 1.4577 	 0.5101 	 1.4002 	 0.5402 	 0.2840 	 0.1003 	 0.0187 	 0.1695
40 	 124.5 	 110.5 	 0.1000 	 1.4597 	 0.5105 	 1.3990 	 0.5346 	 0.2536 	 0.0871 	 0.0162 	 0.1580
41 	 125.1 	 111.4 	 0.1000 	 1.4659 	 0.5036 	 1.4185 	 0.5223 	 0.2612 	 0.0996 	 0.0270 	 0.1698
42 	 126.9 	 112.1 	 0.1000 	 1.4620 	 0.5106 	 1.4232 	 0.5146 	 0.2908 	 0.1076 	 0.0241 	 0.1822
